   -1.4524   -0.8243   -0.4037   -1.6537
   -1.4202   -0.7918   -0.3520   -1.5528
   -1.3944   -0.8057   -0.3809   -1.6330
   -1.4352   -0.7959   -0.3362   -1.5186
   -1.4416   -0.8087   -0.4441   -1.5655
   -1.4667   -0.7908   -0.4013   -1.6329
   -1.4130   -0.7950   -0.3926   -1.6006
   -1.4138   -0.7911   -0.3688   -1.5796
   -1.4270   -0.7785   -0.4102   -1.6601
   -1.4440   -0.7916   -0.4153   -1.5689
   -1.4606   -1.6895   -0.4264   -1.5531
   -1.4302   -0.7996   -0.3060   -1.6106
   -1.3998   -0.8023   -0.3969   -1.5735
   -1.3915   -0.8024   -0.4220   -1.6208
   -1.4340   -0.8122   -0.4570   -1.6155
   -1.4242   -0.8084   -0.4271   -1.5490
   -1.4122   -0.7874   -0.2463   -0.5167
   -1.4212   -0.7958   -0.3870   -1.7042
   -1.4308   -0.7876   -0.4428   -1.5972
   -1.4626   -0.8026   -0.4872   -1.5982
   -1.4521   -0.8107   -0.3829   -1.5890
   -1.4383   -0.8182   -0.4628   -1.5816
   -1.4174   -0.8041   -0.3970   -1.6413
   -1.4326   -0.7873   -0.4021   -1.6400
   -1.4247   -0.7993   -0.7019   -1.5624
   -1.4691   -0.7899   -0.3721   -1.5828
   -1.4356   -0.7891   -0.4568   -1.5797
   -1.4300   -0.8006   -0.4316   -1.6003
   -1.4385   -0.8017   -0.4257   -1.6738
   -1.4511   -0.7936   -0.3338   -1.6336
   -1.2853   -0.8314   -0.5179   -1.5437
   -1.3959   -0.8164   -0.4091   -1.6085
   -1.4518   -0.7988   -0.4205   -1.6130
   -1.4083   -0.7935   -0.3811   -1.5762
   -1.4205   -0.8280   -0.4271   -1.6373
   -1.4597   -0.8032   -0.4577   -1.5593
   -1.0997   -0.9433   -0.4157   -1.2816
   -1.3979   -0.7955   -0.4480   -1.5668
   -1.4119   -0.8069   -0.3627   -1.5764
   -1.4288   -0.7898   -0.2951   -1.5527
   -1.3510   -0.8977   -0.3157   -1.4843
   -1.4441   -0.7987   -0.4807   -1.6289
   -1.3335    2.6807   -0.3600   -1.5931
   -1.3978   -0.8044   -0.4394   -1.6444
   -1.4490   -0.8116   -0.3719   -1.6114
   -1.4332   -0.7975   -0.3554   -1.6268
   -1.4466   -0.8008   -0.3309   -1.6399
   -1.0298   -0.8900   -0.5093   -0.9445
   -1.4438   -0.7992   -0.3937   -1.5839
   -1.3969   -0.8075   -0.4125   -1.4682
   -1.4157   -0.8068   -0.3693   -1.6293
   -1.4592   -0.7944   -0.3971   -1.5181
   -1.4247   -0.7865   -0.3503   -1.6022
   -1.4227   -0.7986   -0.2571   -1.5407
   -1.4127   -0.7793   -0.3348   -1.5434
   -1.4171   -0.8103   -0.3344   -1.5953
   -1.4342   -0.7834   -0.4932   -1.5625
   -1.4197   -0.8120   -0.3629   -1.6249
   -1.4491   -0.8053   -0.4225   -1.5790
   -1.4424   -0.8257   -0.3765   -1.5772
   -1.4415   -0.7951   -0.4236   -1.6366
   -1.4392   -0.7968   -0.2955   -1.5600
   -1.4279   -0.8074   -0.4058   -1.5975
   -1.4153   -0.8118   -0.5358   -1.6583
   -1.4340   -0.7989   -0.4856   -1.6326
   -1.4139   -0.7926   -0.4967   -1.5988
   -1.4399   -0.8128   -0.4749   -1.5628
   -1.4243   -0.8043   -0.3722   -1.6143
   -1.3795   -0.7995   -0.4598   -1.6579
   -1.4113   -0.8023   -0.4528   -1.7360
   -1.3991   -0.7851   -0.4221   -1.6007
   -1.4390   -0.8024   -0.3544   -1.6104
   -1.2440   -0.8360    0.2053   -1.7346
   -1.4267   -0.7996   -0.3939   -1.5198
   -1.4237   -0.8278   -0.4609   -1.6673
   -1.4565   -0.8089   -0.3780   -1.5862
   -1.4146   -0.7978   -0.3447   -1.6490
   -1.4246   -0.7972   -0.4053   -1.6171
   -1.4083   -0.8158   -0.4549   -1.5982
   -1.4255   -0.8281   -0.3879   -1.6402
   -1.4087   -0.8003   -0.4717   -1.5975
   -1.4334   -0.8104   -0.4043   -1.6333
   -1.4143   -0.8120   -0.4080   -1.6177
   -1.4276   -0.8480   -0.4381   -1.5577
   -1.4260   -0.8083   -0.3247   -1.5818
   -1.4352   -0.7826   -0.4975   -1.5999
   -1.4251   -0.7970   -0.4203   -1.5418
   -1.4122   -0.8076   -0.5518   -1.6135
   -1.4360   -0.7964   -0.4307   -1.5946
   -1.4282   -0.8078   -0.3786   -1.5712
   -1.4080   -0.7985   -0.3809   -1.6623
   -1.4237   -0.7940   -0.4320   -1.5978
   -1.4437   -0.8310   -0.4400   -1.6246
   -1.4244   -0.7894   -0.4030   -1.5880
   -1.4663   -0.8003   -0.3651   -1.6003
   -1.4371   -0.7977   -0.4113   -1.6307
   -1.4529   -0.7840   -0.3980   -1.6182
   -1.4001   -0.8045   -0.4618   -1.5901
   -1.4614   -0.8000   -0.4608   -1.6709
   -1.4263   -0.8097   -0.3583   -1.5458
   -1.3971   -0.8147   -0.3641   -1.6181
   -1.4159   -0.7976   -0.3648   -1.6152
   -1.4539   -0.7893   -0.4433   -1.6041
   -1.4408   -0.7997   -0.3080   -1.6124
   -1.4146   -0.8019   -0.3881   -1.5982
   -1.4060   -0.8264   -0.4905   -1.6014
   -1.4420   -0.7963   -0.4862   -1.5694
   -1.4320   -0.8002   -0.3246   -1.5485
   -1.3018    2.5499   -1.1331   -1.5143
   -1.1304   -0.8735   -0.5261   -1.6402
   -1.4250   -0.7876   -0.4491   -1.5489
   -1.3920   -0.7900   -0.3080   -1.6093
   -1.4250   -0.7948   -0.4198   -1.6106
   -1.4330   -0.7805   -0.3577   -1.6049
   -1.4099   -0.7964   -0.4318   -1.5300
   -1.4110   -0.8024   -0.4640   -1.5608
   -1.4112   -0.7942   -0.3558   -1.6138
   -1.4487   -0.8054   -0.4449   -1.6365
   -1.3859   -0.8522   -0.1831   -1.8920
   -1.4226   -0.8251   -0.3262   -1.5756
   -1.4281   -0.7773   -0.3861   -1.6607
   -1.4110   -0.7998   -0.4043   -1.5763
   -1.3914   -0.7975   -0.3815   -1.5999
   -1.3192   -0.8666   -0.3967   -1.5114
   -1.4556   -0.7842   -0.2890   -1.5182
   -1.4132   -0.8114   -0.4669   -1.6117
   -1.4271   -0.7892   -0.4731   -1.6178
   -1.4303   -0.7937   -0.4348   -1.5916
   -1.4237   -0.7961   -0.4854   -1.6170
   -1.8489   -0.8673   -0.3103   -1.5029
   -1.4369   -0.9653   -1.2771   -1.5249
   -1.4333   -0.7929   -0.4437   -1.6024
   -1.3916   -0.8112   -0.4451   -1.6392
   -1.4347   -0.7978   -0.3804   -1.5993
   -1.4119   -0.8004   -0.2778   -1.5788
   -1.4237   -0.7977   -0.4011   -1.6138
   -1.4029   -0.8023   -0.3868   -1.6195
   -1.3797   -0.8372   -0.4610   -1.6053
   -1.4263   -0.8198   -0.4015   -1.5539
   -1.4372   -0.7832   -0.3889   -1.6155
   -1.4097   -0.7960   -0.3157   -1.5635
   -1.3184   -2.3363   -0.6482   -1.2776
   -1.4253   -0.8040   -0.4049   -1.6046
   -1.4252   -1.0627   -0.9697   -1.6665
   -1.3910   -0.8041   -0.3281   -1.6156
   -1.4824   -2.4696    0.3827   -1.5239
   -0.8268   -0.8552   -0.0153   -1.5515
   -1.4428   -0.7769   -0.4127   -1.6330
   -1.4301   -0.8030   -0.4400   -1.6054
   -1.4295   -0.8234   -0.4793   -1.5658
   -1.4019   -0.8051   -0.3919   -1.6008
   -1.3935   -0.7981   -0.4087   -1.5851
   -1.4173   -0.7958   -0.4096   -1.5818
   -1.4220   -0.7750   -0.3983   -1.6248
   -1.4307   -0.8113   -0.4555   -1.6006
   -1.4204   -0.7990   -0.3175   -1.6481
   -1.4452   -0.8105   -0.3499   -1.6026
   -1.3855   -0.8092   -0.4692   -1.6064
   -1.4285   -0.8084   -0.3210   -1.5923
   -1.4392   -0.7888   -0.3445   -1.5975
   -1.4006   -0.7984   -0.6663   -1.6304
   -1.4594   -0.8000   -0.3908   -1.5985
   -1.4011   -0.7922   -0.4359   -1.5729
   -1.4288   -0.8134   -0.4763   -1.5662
   -1.4554   -0.7992   -0.4318   -1.5652
   -1.4279   -0.8113   -0.4593   -1.5507
   -1.4027   -0.8002   -0.3938   -1.6040
   -1.4428   -0.8214   -0.5069   -1.5952
   -1.4313   -0.7854   -0.4648   -1.5981
   -1.4076   -0.8001   -0.3899   -1.6344
   -1.4249   -0.7859   -0.3586   -1.6050
