38.5910   59.4970   83.4098   57.7493
   69.8338   28.6616  120.8903   74.3918
   49.0635   25.3270  103.6607   63.7758
   30.0920   79.3552   76.1435   70.8267
   55.3513   47.7670  125.4264   92.4147
   69.3147   21.4540  112.4874   63.0942
   68.3524   22.8351  112.5111   63.1641
   62.7021   18.7229  106.2024   57.6024
   42.0543   31.2968   88.5515   46.0365
   78.3066  108.1413   30.6441   50.0606
   67.0576   26.9843  117.2197   71.3804
   62.2863   88.7304   32.1053   30.7550
   35.8467   69.8965   68.6858   52.5547
   57.6751   51.2188   71.0661   21.0307
   68.9311   92.4905   28.0833   31.8165
   51.2442   13.8239   98.5101   50.8986
   51.9629   29.7551   93.9204   48.1560
  101.4634  141.6447   36.4893   83.9638
   31.3157   56.2872   92.9813   71.6230
   32.9580   83.3688   51.9742   56.7076
   46.3623   61.6373   74.6964   52.5591
   65.1550   13.4554  119.9744   73.4986
   47.0645   89.0572   32.8781   46.7881
   40.5893   70.4072  104.6522   88.3006
   45.3725   72.0138   47.2545   27.4661
   73.6255  123.6741   42.0051   80.4999
   70.1494   21.5804  120.0672   71.8909
   54.9841   56.5839   61.8222   12.5182
   52.2548   32.1414   86.1872   36.9356
   61.2473   12.4838  118.8270   73.2793
   63.6872   62.2785   66.4245   26.6580
   52.2487   49.6433   94.1444   63.1881
   68.2925   23.2015  119.5151   74.2654
   85.3279  106.5266   36.6810   48.1138
   79.4794   74.9444   70.3114   32.1718
   28.0651   65.9469   70.4233   57.4684
   98.6254   70.3614  122.6144   84.1036
   28.4826   46.3270   66.6439   32.9166
   74.9111  103.1160   18.2204   41.8056
   43.5325   31.5312  110.9676   74.9536
   40.8114   47.2544  111.9018   82.6384
   48.3069   97.1426   41.0554   59.3432
   56.0510   48.2333  114.9954   79.8506
   36.7357   72.1646   58.3248   49.7889
   41.0763   63.0897   47.7546   17.4639
   47.5145   58.0813   56.5822   10.9263
   31.2732   43.4483   91.2128   62.4213
   47.6105   52.9774   67.4564   25.1690
   77.9294   44.1906  130.0988   89.7376
  141.3461  173.5936   73.3178  114.3123
   55.1700   24.0175  120.3744   79.9582
   68.0473   92.7845   32.9317   33.6811
   62.0279   17.9325  119.7070   75.1586
   13.1129   46.3347   70.7014   41.4513
   58.0065  101.9561   27.7663   56.3997
   36.6292   37.0614   72.1854   26.5435
   39.5651   55.6084   59.0652   27.3852
   70.4363   88.8676   38.8162   28.6374
   72.2254   77.7036   56.9968   24.9241
   66.9516   87.1625   34.5012   26.2465
   68.9438   82.1489   66.5317   53.0619
   53.6921   73.3092   44.9850   18.5999
   77.4120  106.9548   18.5609   45.9089
   80.7586  102.0334   38.0456   41.9441
   37.7939   56.0375   54.3324   17.8552
   47.6254   33.0495  115.6650   79.0649
   64.2455   40.0190   88.9338   39.6692
